source_file,source_kind,source_name,source_rule_or_case,generated_artifact,generated_line,coverage_status,isomorphism_status,executability_status,notes
wasm-3.0/1.2-syntax.types.spectec,syntax,tagtype,"syntax tagtype hint(desc ""tag type"") = typeuse",sort Tagtype; op $is-spectec-tagtype; op tagtype,1366,SOURCE_SYNTAX_COVERED,STRUCTURAL_CATEGORY_COVERED,NOT_APPLICABLE,Declaration-level syntax coverage checked by generated sort/predicate/operator; constructor alternatives are represented through generated CTOR ops and memberships.
wasm-3.0/1.2-syntax.types.spectec,syntax,globaltype,"syntax globaltype hint(desc ""global type"") = mut? valtype",sort Globaltype; op $is-spectec-globaltype; op globaltype,1292,SOURCE_SYNTAX_COVERED,STRUCTURAL_CATEGORY_COVERED,NOT_APPLICABLE,Declaration-level syntax coverage checked by generated sort/predicate/operator; constructor alternatives are represented through generated CTOR ops and memberships.
wasm-3.0/1.2-syntax.types.spectec,syntax,memtype,"syntax memtype hint(desc ""memory type"") = addrtype limits PAGE",sort Memtype; op $is-spectec-memtype; op memtype,1323,SOURCE_SYNTAX_COVERED,STRUCTURAL_CATEGORY_COVERED,NOT_APPLICABLE,Declaration-level syntax coverage checked by generated sort/predicate/operator; constructor alternatives are represented through generated CTOR ops and memberships.
wasm-3.0/1.2-syntax.types.spectec,syntax,tabletype,"syntax tabletype hint(desc ""table type"") = addrtype limits reftype",sort Tabletype; op $is-spectec-tabletype; op tabletype,1361,SOURCE_SYNTAX_COVERED,STRUCTURAL_CATEGORY_COVERED,NOT_APPLICABLE,Declaration-level syntax coverage checked by generated sort/predicate/operator; constructor alternatives are represented through generated CTOR ops and memberships.
wasm-3.0/1.2-syntax.types.spectec,syntax,datatype,"syntax datatype hint(desc ""data type"") = OK hint(macro ""%data"")",sort Datatype; op datatype,1256,SOURCE_SYNTAX_COVERED,STRUCTURAL_CATEGORY_COVERED,NOT_APPLICABLE,Declaration-level syntax coverage checked by generated sort/predicate/operator; constructor alternatives are represented through generated CTOR ops and memberships.
wasm-3.0/1.2-syntax.types.spectec,syntax,elemtype,"syntax elemtype hint(desc ""element type"") = reftype",sort Elemtype; op $is-spectec-elemtype; op elemtype,1264,SOURCE_SYNTAX_COVERED,STRUCTURAL_CATEGORY_COVERED,NOT_APPLICABLE,Declaration-level syntax coverage checked by generated sort/predicate/operator; constructor alternatives are represented through generated CTOR ops and memberships.
wasm-3.0/1.2-syntax.types.spectec,syntax,externtype,"syntax externtype hint(desc ""external type"") hint(macro ""%"" ""XT%"") =",sort Externtype; op $is-spectec-externtype; op externtype,1273,SOURCE_SYNTAX_COVERED,STRUCTURAL_CATEGORY_COVERED,NOT_APPLICABLE,Declaration-level syntax coverage checked by generated sort/predicate/operator; constructor alternatives are represented through generated CTOR ops and memberships.
wasm-3.0/1.2-syntax.types.spectec,syntax,moduletype,"syntax moduletype hint(desc ""module type"") =",sort Moduletype; op moduletype,1326,SOURCE_SYNTAX_COVERED,STRUCTURAL_CATEGORY_COVERED,NOT_APPLICABLE,Declaration-level syntax coverage checked by generated sort/predicate/operator; constructor alternatives are represented through generated CTOR ops and memberships.
wasm-3.0/1.3-syntax.instructions.spectec,syntax,num,syntax num_(numtype),sort Num; op $is-spectec-num; op num,1332,SOURCE_SYNTAX_COVERED,STRUCTURAL_CATEGORY_COVERED,NOT_APPLICABLE,Declaration-level syntax coverage checked by generated sort/predicate/operator; constructor alternatives are represented through generated CTOR ops and memberships.
wasm-3.0/1.3-syntax.instructions.spectec,syntax,num,syntax num_(Inn) = iN($sizenn(Inn)),sort Num; op $is-spectec-num; op num,1332,SOURCE_SYNTAX_COVERED,STRUCTURAL_CATEGORY_COVERED,NOT_APPLICABLE,Declaration-level syntax coverage checked by generated sort/predicate/operator; constructor alternatives are represented through generated CTOR ops and memberships.
wasm-3.0/1.3-syntax.instructions.spectec,syntax,num,syntax num_(Fnn) = fN($sizenn(Fnn)),sort Num; op $is-spectec-num; op num,1332,SOURCE_SYNTAX_COVERED,STRUCTURAL_CATEGORY_COVERED,NOT_APPLICABLE,Declaration-level syntax coverage checked by generated sort/predicate/operator; constructor alternatives are represented through generated CTOR ops and memberships.
wasm-3.0/1.3-syntax.instructions.spectec,syntax,pack,syntax pack_(Pnn) = iN($psizenn(Pnn)),op pack,1166,SOURCE_SYNTAX_COVERED,STRUCTURAL_CATEGORY_COVERED,NOT_APPLICABLE,Declaration-level syntax coverage checked by generated sort/predicate/operator; constructor alternatives are represented through generated CTOR ops and memberships.
wasm-3.0/1.3-syntax.instructions.spectec,syntax,lane,syntax lane_(lanetype),op lane,1138,SOURCE_SYNTAX_COVERED,STRUCTURAL_CATEGORY_COVERED,NOT_APPLICABLE,Declaration-level syntax coverage checked by generated sort/predicate/operator; constructor alternatives are represented through generated CTOR ops and memberships.
wasm-3.0/1.3-syntax.instructions.spectec,syntax,lane,syntax lane_(numtype) = num_(numtype),op lane,1138,SOURCE_SYNTAX_COVERED,STRUCTURAL_CATEGORY_COVERED,NOT_APPLICABLE,Declaration-level syntax coverage checked by generated sort/predicate/operator; constructor alternatives are represented through generated CTOR ops and memberships.
wasm-3.0/1.3-syntax.instructions.spectec,syntax,lane,syntax lane_(packtype) = pack_(packtype),op lane,1138,SOURCE_SYNTAX_COVERED,STRUCTURAL_CATEGORY_COVERED,NOT_APPLICABLE,Declaration-level syntax coverage checked by generated sort/predicate/operator; constructor alternatives are represented through generated CTOR ops and memberships.
wasm-3.0/1.3-syntax.instructions.spectec,syntax,lane,syntax lane_(Jnn) = iN($lsize(Jnn))  ;; HACK,op lane,1138,SOURCE_SYNTAX_COVERED,STRUCTURAL_CATEGORY_COVERED,NOT_APPLICABLE,Declaration-level syntax coverage checked by generated sort/predicate/operator; constructor alternatives are represented through generated CTOR ops and memberships.
wasm-3.0/1.3-syntax.instructions.spectec,syntax,vec,syntax vec_(Vnn) = vN($vsize(Vnn)),sort Vec; op $is-spectec-vec; op vec,1379,SOURCE_SYNTAX_COVERED,STRUCTURAL_CATEGORY_COVERED,NOT_APPLICABLE,Declaration-level syntax coverage checked by generated sort/predicate/operator; constructor alternatives are represented through generated CTOR ops and memberships.
wasm-3.0/1.3-syntax.instructions.spectec,syntax,lit,syntax lit_(storagetype),op lit,1143,SOURCE_SYNTAX_COVERED,STRUCTURAL_CATEGORY_COVERED,NOT_APPLICABLE,Declaration-level syntax coverage checked by generated sort/predicate/operator; constructor alternatives are represented through generated CTOR ops and memberships.
wasm-3.0/1.3-syntax.instructions.spectec,syntax,lit,syntax lit_(numtype) = num_(numtype),op lit,1143,SOURCE_SYNTAX_COVERED,STRUCTURAL_CATEGORY_COVERED,NOT_APPLICABLE,Declaration-level syntax coverage checked by generated sort/predicate/operator; constructor alternatives are represented through generated CTOR ops and memberships.
wasm-3.0/1.3-syntax.instructions.spectec,syntax,lit,syntax lit_(vectype) = vec_(vectype),op lit,1143,SOURCE_SYNTAX_COVERED,STRUCTURAL_CATEGORY_COVERED,NOT_APPLICABLE,Declaration-level syntax coverage checked by generated sort/predicate/operator; constructor alternatives are represented through generated CTOR ops and memberships.
wasm-3.0/1.3-syntax.instructions.spectec,syntax,lit,syntax lit_(packtype) = pack_(packtype),op lit,1143,SOURCE_SYNTAX_COVERED,STRUCTURAL_CATEGORY_COVERED,NOT_APPLICABLE,Declaration-level syntax coverage checked by generated sort/predicate/operator; constructor alternatives are represented through generated CTOR ops and memberships.
wasm-3.0/1.3-syntax.instructions.spectec,syntax,sz,"syntax sz hint(desc ""pack size"") = `8 | `16 | `32 | `64",sort Sz; op sz,1356,SOURCE_SYNTAX_COVERED,STRUCTURAL_CATEGORY_COVERED,NOT_APPLICABLE,Declaration-level syntax coverage checked by generated sort/predicate/operator; constructor alternatives are represented through generated CTOR ops and memberships.
wasm-3.0/1.3-syntax.instructions.spectec,syntax,sx,"syntax sx hint(desc ""signedness"") = U | S",sort Sx; op $is-spectec-sx; op sx,1355,SOURCE_SYNTAX_COVERED,STRUCTURAL_CATEGORY_COVERED,NOT_APPLICABLE,Declaration-level syntax coverage checked by generated sort/predicate/operator; constructor alternatives are represented through generated CTOR ops and memberships.
wasm-3.0/1.3-syntax.instructions.spectec,syntax,unop,syntax unop_(numtype),op unop,1211,SOURCE_SYNTAX_COVERED,STRUCTURAL_CATEGORY_COVERED,NOT_APPLICABLE,Declaration-level syntax coverage checked by generated sort/predicate/operator; constructor alternatives are represented through generated CTOR ops and memberships.
wasm-3.0/1.3-syntax.instructions.spectec,syntax,unop,syntax unop_(Inn) = CLZ | CTZ | POPCNT | EXTEND sz hint(show EXTEND#%#_#S) -- if $(sz < $sizenn(Inn)),op unop,1211,SOURCE_SYNTAX_COVERED,STRUCTURAL_CATEGORY_COVERED,NOT_APPLICABLE,Declaration-level syntax coverage checked by generated sort/predicate/operator; constructor alternatives are represented through generated CTOR ops and memberships.
wasm-3.0/1.3-syntax.instructions.spectec,syntax,unop,syntax unop_(Fnn) = ABS | NEG | SQRT | CEIL | FLOOR | TRUNC | NEAREST,op unop,1211,SOURCE_SYNTAX_COVERED,STRUCTURAL_CATEGORY_COVERED,NOT_APPLICABLE,Declaration-level syntax coverage checked by generated sort/predicate/operator; constructor alternatives are represented through generated CTOR ops and memberships.
wasm-3.0/1.3-syntax.instructions.spectec,syntax,binop,syntax binop_(numtype),op binop,1066,SOURCE_SYNTAX_COVERED,STRUCTURAL_CATEGORY_COVERED,NOT_APPLICABLE,Declaration-level syntax coverage checked by generated sort/predicate/operator; constructor alternatives are represented through generated CTOR ops and memberships.
wasm-3.0/1.3-syntax.instructions.spectec,syntax,binop,syntax binop_(Inn) =,op binop,1066,SOURCE_SYNTAX_COVERED,STRUCTURAL_CATEGORY_COVERED,NOT_APPLICABLE,Declaration-level syntax coverage checked by generated sort/predicate/operator; constructor alternatives are represented through generated CTOR ops and memberships.
wasm-3.0/1.3-syntax.instructions.spectec,syntax,binop,syntax binop_(Fnn) =,op binop,1066,SOURCE_SYNTAX_COVERED,STRUCTURAL_CATEGORY_COVERED,NOT_APPLICABLE,Declaration-level syntax coverage checked by generated sort/predicate/operator; constructor alternatives are represented through generated CTOR ops and memberships.
wasm-3.0/1.3-syntax.instructions.spectec,syntax,testop,syntax testop_(numtype),op testop,1200,SOURCE_SYNTAX_COVERED,STRUCTURAL_CATEGORY_COVERED,NOT_APPLICABLE,Declaration-level syntax coverage checked by generated sort/predicate/operator; constructor alternatives are represented through generated CTOR ops and memberships.
wasm-3.0/1.3-syntax.instructions.spectec,syntax,testop,syntax testop_(Inn) = EQZ,op testop,1200,SOURCE_SYNTAX_COVERED,STRUCTURAL_CATEGORY_COVERED,NOT_APPLICABLE,Declaration-level syntax coverage checked by generated sort/predicate/operator; constructor alternatives are represented through generated CTOR ops and memberships.
wasm-3.0/1.3-syntax.instructions.spectec,syntax,relop,syntax relop_(numtype),op relop,1174,SOURCE_SYNTAX_COVERED,STRUCTURAL_CATEGORY_COVERED,NOT_APPLICABLE,Declaration-level syntax coverage checked by generated sort/predicate/operator; constructor alternatives are represented through generated CTOR ops and memberships.
wasm-3.0/1.3-syntax.instructions.spectec,syntax,relop,syntax relop_(Inn) =,op relop,1174,SOURCE_SYNTAX_COVERED,STRUCTURAL_CATEGORY_COVERED,NOT_APPLICABLE,Declaration-level syntax coverage checked by generated sort/predicate/operator; constructor alternatives are represented through generated CTOR ops and memberships.
wasm-3.0/1.3-syntax.instructions.spectec,syntax,relop,syntax relop_(Fnn) =,op relop,1174,SOURCE_SYNTAX_COVERED,STRUCTURAL_CATEGORY_COVERED,NOT_APPLICABLE,Declaration-level syntax coverage checked by generated sort/predicate/operator; constructor alternatives are represented through generated CTOR ops and memberships.
wasm-3.0/1.3-syntax.instructions.spectec,syntax,cvtop,"syntax cvtop__(numtype_1, numtype_2)",op cvtop,1077,SOURCE_SYNTAX_COVERED,STRUCTURAL_CATEGORY_COVERED,NOT_APPLICABLE,Declaration-level syntax coverage checked by generated sort/predicate/operator; constructor alternatives are represented through generated CTOR ops and memberships.
wasm-3.0/1.3-syntax.instructions.spectec,syntax,cvtop,"syntax cvtop__(Inn_1, Inn_2) =",op cvtop,1077,SOURCE_SYNTAX_COVERED,STRUCTURAL_CATEGORY_COVERED,NOT_APPLICABLE,Declaration-level syntax coverage checked by generated sort/predicate/operator; constructor alternatives are represented through generated CTOR ops and memberships.
wasm-3.0/1.3-syntax.instructions.spectec,syntax,cvtop,"syntax cvtop__(Inn_1, Fnn_2) =",op cvtop,1077,SOURCE_SYNTAX_COVERED,STRUCTURAL_CATEGORY_COVERED,NOT_APPLICABLE,Declaration-level syntax coverage checked by generated sort/predicate/operator; constructor alternatives are represented through generated CTOR ops and memberships.
wasm-3.0/1.3-syntax.instructions.spectec,syntax,cvtop,"syntax cvtop__(Fnn_1, Inn_2) =",op cvtop,1077,SOURCE_SYNTAX_COVERED,STRUCTURAL_CATEGORY_COVERED,NOT_APPLICABLE,Declaration-level syntax coverage checked by generated sort/predicate/operator; constructor alternatives are represented through generated CTOR ops and memberships.
wasm-3.0/1.3-syntax.instructions.spectec,syntax,cvtop,"syntax cvtop__(Fnn_1, Fnn_2) =",op cvtop,1077,SOURCE_SYNTAX_COVERED,STRUCTURAL_CATEGORY_COVERED,NOT_APPLICABLE,Declaration-level syntax coverage checked by generated sort/predicate/operator; constructor alternatives are represented through generated CTOR ops and memberships.
wasm-3.0/1.3-syntax.instructions.spectec,syntax,dim,"syntax dim hint(desc ""dimension"") = `1 | `2 | `4 | `8 | `16",sort Dim; op dim,1258,SOURCE_SYNTAX_COVERED,STRUCTURAL_CATEGORY_COVERED,NOT_APPLICABLE,Declaration-level syntax coverage checked by generated sort/predicate/operator; constructor alternatives are represented through generated CTOR ops and memberships.
wasm-3.0/1.3-syntax.instructions.spectec,syntax,shape,"syntax shape hint(desc ""shape"") = lanetype X dim  hint(show %0#X#%2) hint(macro ""%shape"")",sort Shape; op $is-spectec-shape; op shape,1347,SOURCE_SYNTAX_COVERED,STRUCTURAL_CATEGORY_COVERED,NOT_APPLICABLE,Declaration-level syntax coverage checked by generated sort/predicate/operator; constructor alternatives are represented through generated CTOR ops and memberships.
wasm-3.0/1.3-syntax.instructions.spectec,syntax,ishape,"syntax ishape hint(desc ""integer shape"") = shape -- if $lanetype(shape) = Jnn",sort Ishape; op $is-spectec-ishape; op ishape,1306,SOURCE_SYNTAX_COVERED,STRUCTURAL_CATEGORY_COVERED,NOT_APPLICABLE,Declaration-level syntax coverage checked by generated sort/predicate/operator; constructor alternatives are represented through generated CTOR ops and memberships.
wasm-3.0/1.3-syntax.instructions.spectec,syntax,bshape,"syntax bshape hint(desc ""byte shape"") = shape    -- if $lanetype(shape) = I8",sort Bshape; op $is-spectec-bshape; op bshape,1243,SOURCE_SYNTAX_COVERED,STRUCTURAL_CATEGORY_COVERED,NOT_APPLICABLE,Declaration-level syntax coverage checked by generated sort/predicate/operator; constructor alternatives are represented through generated CTOR ops and memberships.
wasm-3.0/1.3-syntax.instructions.spectec,syntax,zero,syntax zero = ZERO,op zero,1234,SOURCE_SYNTAX_COVERED,STRUCTURAL_CATEGORY_COVERED,NOT_APPLICABLE,Declaration-level syntax coverage checked by generated sort/predicate/operator; constructor alternatives are represented through generated CTOR ops and memberships.
wasm-3.0/1.3-syntax.instructions.spectec,syntax,half,syntax half = LOW | HIGH,sort Half; op half,1293,SOURCE_SYNTAX_COVERED,STRUCTURAL_CATEGORY_COVERED,NOT_APPLICABLE,Declaration-level syntax coverage checked by generated sort/predicate/operator; constructor alternatives are represented through generated CTOR ops and memberships.
wasm-3.0/1.3-syntax.instructions.spectec,syntax,vvunop,"syntax vvunop hint(macro ""%"" ""V%"") = NOT",sort Vvunop; op $is-spectec-vvunop; op vvunop,1385,SOURCE_SYNTAX_COVERED,STRUCTURAL_CATEGORY_COVERED,NOT_APPLICABLE,Declaration-level syntax coverage checked by generated sort/predicate/operator; constructor alternatives are represented through generated CTOR ops and memberships.
wasm-3.0/1.3-syntax.instructions.spectec,syntax,vvbinop,"syntax vvbinop hint(macro ""%"" ""V%"") = AND | ANDNOT | OR | XOR",sort Vvbinop; op $is-spectec-vvbinop; op vvbinop,1382,SOURCE_SYNTAX_COVERED,STRUCTURAL_CATEGORY_COVERED,NOT_APPLICABLE,Declaration-level syntax coverage checked by generated sort/predicate/operator; constructor alternatives are represented through generated CTOR ops and memberships.
